"","aptnm","경도","위도","number_of_bus_station","bus_dis","number_of_health_ins","health_dis","number_of_library","library_dis","number_of_park","park_dis","number_of_subway","subway_dis"
"305","LIP e-푸른아파트",126.850096521487,37.4930730724402,94,1.92135121254374e-06,158,3.00422086733552e-05,3,4.70106881348127e-05,1,1.97820381711146e-05,2,3.25135453118288e-05
"306","대상타운현대아파트",127.048141717457,37.6651428823127,77,3.4030690104263e-06,128,2.54241668965758e-06,8,1.33436454889813e-05,0,0.00028988898745089,2,2.02173671598581e-05
"307","청솔",126.812965285254,37.5756309765944,59,1.32948202442413e-06,74,6.35910913359613e-07,5,1.00116023391906e-05,3,2.80182099015329e-05,2,2.81895596198595e-06
"308","위례24단지(꿈에그린)",127.139306701251,37.4758879665566,40,3.12899620749702e-06,9,1.00657186982836e-05,2,2.94639384185305e-05,0,0.000244130976916886,0,0.000181961306852078
"309","강변현대",127.050993698376,37.5364137307779,59,3.38639227378238e-06,45,3.09808169900772e-06,3,1.88722108665852e-05,1,7.25554019142226e-05,2,8.92775459128511e-05
"310","상계주공16(고층)",127.053725187886,37.6687833155991,93,3.54850601017134e-06,115,2.71503757649779e-06,6,8.91096833477078e-06,0,0.000465205007036514,3,2.61328963857599e-05
"311","동부골든",126.839531583839,37.4992909110144,76,1.00838854078946e-06,73,1.57873123639014e-05,2,1.20668127615472e-05,1,7.603320984226e-06,1,4.91155491479912e-05
"312","두산",126.931573406888,37.5791478594495,92,2.37470282543385e-07,37,2.09526017794568e-06,4,7.57225200837195e-06,2,5.60185002978205e-05,0,0.000246451790396679
"313","상계주공10(고층)",127.055709518101,37.6630145873682,91,1.77795802558613e-06,139,6.85872852393806e-06,9,2.37100867394021e-05,0,0.000266440676602455,1,7.25076525349728e-06
"314","삼성월드타워",127.044098015964,37.5174334774237,54,1.58522272384873e-06,408,8.18371128284066e-07,4,8.26529340060392e-06,1,8.49567117543619e-05,6,8.0377895760888e-06
"315","금강",126.847646600597,37.4929926320806,87,2.01369528787883e-06,124,1.22315844433877e-05,2,4.62395423953221e-05,1,1.76552829763006e-05,1,1.15634275167411e-05
"316","건영1",126.912321719249,37.4763139977688,91,1.02686943700653e-06,108,4.9497861827633e-06,6,1.03069478806053e-05,3,1.93476716602042e-05,0,0.000124804394043797
"317","강변래미안",126.908236508058,37.5298247572871,54,9.41159714325834e-07,122,1.69213544102102e-06,4,1.56425034582995e-05,0,0.000109037867452727,2,5.34335613567994e-05
"318","서안",126.916782121877,37.6038022910504,103,2.1259023153554e-06,177,3.35909196606945e-06,14,2.87241595659359e-06,0,0.00017956545030428,3,2.94178742959787e-05
"319","래미안장안2차",127.075387468834,37.5739643441634,72,2.41650782309707e-06,119,2.92965779665831e-06,1,4.91395321425035e-05,0,0.000163478744509464,0,0.000124889927218434
"320","상계주공10(저층)",127.055709518101,37.6630145873682,91,1.77795802558613e-06,139,6.85872852393806e-06,9,2.37100867394021e-05,0,0.000266440676602455,1,7.25076525349728e-06
"321","신안",126.823373808305,37.5687748573081,62,5.39647442595709e-07,40,8.85085078491644e-06,2,4.02006069155806e-05,0,0.00018835960396432,1,7.48953533421923e-05
"322","서래 아르드빌",126.998510253102,37.4951789437519,71,2.19433299034761e-07,94,2.4930195427692e-07,1,6.35743584097892e-05,0,0.000638230109083219,2,8.67475413212701e-05
"323","(792-54)",126.888609588192,37.4863573874862,108,1.50076148193612e-06,187,1.13247804493647e-06,4,3.0468619024437e-06,0,0.000583067664239271,5,1.67372678557891e-06
"324","상계주공16(고층)",127.053725187886,37.6687833155991,93,3.54850601017134e-06,115,2.71503757649779e-06,6,8.91096833477078e-06,0,0.000465205007036514,3,2.61328963857599e-05
"325","주공2",127.070747052227,37.5829871567703,63,2.86549280669135e-06,63,1.97755008130024e-06,0,0.000161589258445895,1,4.64381332138945e-05,0,0.000172275231194217
"326","한신1",127.06870677712,37.6378661643059,101,1.75431787959221e-06,86,2.49201289300683e-06,5,3.49902631849381e-06,0,0.000176860157253324,2,2.86701289616075e-06
"327","미진주택B동",126.842161077279,37.4958707223847,77,2.74365896639254e-07,75,8.68770716328157e-08,1,1.85502535813858e-06,2,4.64193287208446e-05,2,7.8747549451877e-06
"328","로즈그린타운",126.843352512162,37.5195286205379,61,1.45997814841777e-07,105,1.39272881097631e-09,6,3.05458378456764e-05,1,5.36767927394215e-05,1,9.13470599347334e-05
"329","올림픽훼밀리타운",127.114377260406,37.4885199252165,25,7.86504288511806e-06,102,7.69934074361336e-06,1,8.82593511093211e-05,0,0.000179672421510664,3,3.04308474434074e-05
"330","까치마을",127.087618357538,37.4847340598121,50,2.73105604724605e-06,48,1.60107803579621e-06,3,3.13323371151013e-06,2,3.18041053284798e-05,1,1.17478833614299e-05
"331","삼환도봉",127.04884839583,37.6810593866472,87,1.21356384665371e-06,72,2.57020012989474e-06,6,2.02912829363152e-06,1,7.35149036087653e-05,4,1.36907383494284e-05
"332","래미안 옥수 리버젠",127.013714834954,37.5451371536209,97,1.42674084424905e-06,121,2.80628796562377e-06,5,2.20490518349487e-06,2,4.61580444355532e-05,6,1.20083702996734e-05
"333","반포미도",127.008779079669,37.5013542148345,64,8.63457179127206e-06,245,4.45012658427453e-06,1,1.53937788072956e-05,0,0.000953094999184519,7,2.38084647043153e-05
"334","래미안장안",127.072426877432,37.566445230313,73,4.58571392597957e-07,147,2.02200123425239e-06,2,6.50217168467474e-05,0,0.000170288996539786,1,9.04831408814692e-05
"335","장안힐스테이트",127.075350090148,37.5759645757228,72,1.78686505093193e-06,109,4.22898945191565e-06,1,7.41240052687017e-05,0,0.000152916621011117,0,0.0001309652950468
"336","태강아파트",127.083557738377,37.6236489350667,81,2.67411401632301e-06,73,2.14444831015309e-06,4,4.78690193151324e-06,1,6.18177027666517e-05,2,1.3133184290249e-05
"337","정릉동푸른",127.002835370064,37.6161465881034,64,5.27936518351399e-07,20,8.9193547828921e-07,1,8.23627039383943e-05,1,7.42005388399602e-05,0,0.000637370758611829
"338","청솔(시영7)",127.071299559248,37.6324803379916,114,1.10915346191844e-06,94,4.99716745565747e-07,10,1.14034930404888e-05,1,5.60537535994235e-05,2,2.77179649680062e-05
"339","까치마을",127.087618357538,37.4847340598121,50,2.73105604724605e-06,48,1.60107803579621e-06,3,3.13323371151013e-06,2,3.18041053284798e-05,1,1.17478833614299e-05
"340","두산",127.037326138793,37.5647118113965,107,1.54964275829576e-06,145,5.33872788813132e-06,5,1.78895608172422e-06,1,7.62143234300814e-05,6,9.09526128544621e-06
"341","라이프씨티",126.90533606194,37.6023769484839,59,1.295586143317e-06,47,4.03285806486883e-06,5,1.3438762360789e-05,1,1.38972704013629e-05,0,0.000118283227582652
"342","보람1단지",127.064948745871,37.6661826658174,88,1.52332979597428e-06,106,2.09236137477591e-06,6,4.03771156381959e-06,0,0.000548066178886472,2,5.90300087977974e-05
"343","까치마을",127.087618357538,37.4847340598121,50,2.73105604724605e-06,48,1.60107803579621e-06,3,3.13323371151013e-06,2,3.18041053284798e-05,1,1.17478833614299e-05
"344","사당우성2",126.975650061703,37.4896946254326,77,8.80384653659094e-07,219,5.26725117974391e-07,1,5.39999769171359e-06,1,1.51575127826448e-05,3,4.61168205076246e-05
"345","중계그린1단지",127.063281683752,37.6443713328952,77,1.08440636631621e-06,137,9.04328037758055e-08,2,3.47111688615032e-05,0,0.000160203492624824,2,1.35726864274363e-06
"346","주공1단지",127.04711402283,37.6247095737389,124,1.88947559108304e-06,45,2.15101479326912e-06,4,6.15421146308153e-05,1,4.258766609293e-05,0,0.000208015686597965
"347","롯데캐슬",126.847302166894,37.5185331395679,65,9.89712539620919e-06,124,1.69929624926656e-06,6,4.89474709892143e-05,1,2.25034192662031e-05,1,3.3462599562575e-05
"348","주공5",126.84486883674,37.5604516606831,102,1.0684245801878e-06,150,7.34902559855463e-07,6,1.02325008848635e-05,1,3.9172319719316e-05,1,5.88224274184405e-05
"349","이화우성",126.893880128121,37.4898358033032,100,1.04955008213474e-06,205,4.98057994541485e-07,5,2.09916413327507e-05,0,0.000497930903720402,4,1.38236833482563e-05
"350","신동아파밀리에",127.053568300335,37.6075298393944,77,1.66009164716386e-06,70,9.04616904497612e-08,1,1.55436579589448e-05,1,3.6539461828647e-05,2,1.72810502483926e-05
"351","상계주공12(고층)",127.059319071937,37.6661660800574,83,1.93676060537082e-06,93,3.97886083842972e-08,6,2.29536436302963e-05,0,0.000421964259561569,1,4.94921590594272e-06
"352","올림픽선수기자촌2단지",127.136371627591,37.5175616546675,25,1.2042810337239e-05,63,2.54938305207513e-06,0,0.000242881614380992,0,0.000191271291936693,3,1.46003954758009e-05
"353","강변래미안",126.908236508058,37.5298247572871,54,9.41159714325834e-07,122,1.69213544102102e-06,4,1.56425034582995e-05,0,0.000109037867452727,2,5.34335613567994e-05
"354","올림픽훼밀리타운",127.114377260406,37.4885199252165,25,7.86504288511806e-06,102,7.69934074361336e-06,1,8.82593511093211e-05,0,0.000179672421510664,3,3.04308474434074e-05
"355","삼풍아파트",127.015613076104,37.4985439919823,67,8.03404358764306e-06,253,4.79408279805205e-06,1,2.50345251503356e-05,0,0.000829362312811939,3,3.04820969671359e-05
"356","마곡수명산파크7단지",126.822706623708,37.5481491563284,64,7.8484803025802e-07,21,4.79618596554256e-06,1,4.35446547215159e-05,0,0.000472902604820609,0,0.000151103953874242
"357","반포 주공1단지",126.989035969938,37.5053542268515,30,1.18774147637609e-05,35,6.40576406691248e-09,0,0.0002602286427609,0,0.000265818805594533,0,0.000105794538114575
"358","삼호가든맨션(5차)",127.011487795747,37.5039449145147,54,1.36106728768943e-06,177,8.08318272013161e-07,1,3.21747385883963e-06,0,0.000983961283788599,4,1.8173208854071e-05
"359","서강스카이빌2",126.92024058349,37.5981564599415,107,9.05976705193463e-08,159,2.12989273644381e-07,16,4.92724658323927e-07,0,0.000135877226528228,3,2.25293445280605e-05
"360","주공5",126.84486883674,37.5604516606831,102,1.0684245801878e-06,150,7.34902559855463e-07,6,1.02325008848635e-05,1,3.9172319719316e-05,1,5.88224274184405e-05
"361","성원(사슴4)",127.062513840528,37.6294157509446,82,3.44312699269155e-06,73,4.36542921593046e-06,9,8.74333131104262e-06,0,0.000200579235016109,3,2.72109137061715e-05
"362","더샵스타시티",127.072632021718,37.5378031898538,51,4.38488480611933e-06,143,3.24236704533987e-06,8,1.58400492352137e-05,0,0.000215011842287891,3,1.44728535466081e-05
"363","대우",126.893016993992,37.5211689109638,86,3.97326119694729e-07,123,8.373143383956e-07,6,2.31182119248705e-05,0,0.00033484275025479,4,1.36987978587452e-05
"364","파크리오",127.10615089337,37.5205366173754,35,2.64833523853352e-06,118,2.06675103723206e-06,1,1.34802199065563e-05,0,0.000246697233572968,4,6.01828910238362e-06
"365","정릉푸르지오",127.009915765487,37.6064277767754,116,2.56823930788883e-06,60,6.21171806573574e-07,5,3.28810775357047e-06,0,0.000138239975032883,0,0.000228267358973483
"366","관악태우미소가",126.955961786126,37.4839896906785,82,7.79994429622015e-07,208,7.56692196294597e-08,11,1.08378934268828e-05,1,6.61526302558309e-05,1,1.98777422988469e-05
"367","광장",126.920812405559,37.5207574349645,50,5.78634329975268e-06,122,2.82297802629618e-06,3,2.82297802629618e-06,3,3.13016666953475e-05,4,1.24734393172811e-05
"368","한진한화그랑빌",127.068568020687,37.6178028996422,102,2.01620878756919e-06,114,3.23507540656438e-07,7,2.81541867646068e-05,0,0.000148640006013175,6,1.55886867983102e-05
"369","주공10",126.848366667212,37.5623617210231,96,7.68564179671562e-07,138,4.29493215825025e-06,6,1.22684627971058e-05,2,5.02056872804895e-05,0,0.000134080542682856
"370","목동신시가지14",126.870337507112,37.5161909461632,61,1.19388757254551e-06,125,1.73841309928602e-06,4,9.07609246850879e-06,1,6.56898423238624e-05,2,3.95081473958887e-05
"371","삼익2차아파트",127.080613565961,37.6259574192856,82,8.83485899106612e-07,93,1.24610710031922e-06,3,2.56033211311041e-05,1,1.83232982661837e-05,4,4.84894098596937e-05
"372","서초힐스",127.018070846664,37.4573997644016,20,1.7150287334065e-06,12,4.62060487651883e-06,0,0.000505307965958921,0,0.000251093049959649,0,0.00028336871344893
"373","갈현현대",126.905613429723,37.6130165932898,55,7.78865902399423e-07,33,1.44696170981645e-05,4,7.37318660754031e-06,1,9.29701768101022e-05,0,0.000137161058583713
"374","정릉풍림아이원",127.007297911588,37.6184876142783,83,1.03175383080119e-06,33,3.0518851844429e-06,3,3.05180665342633e-05,1,7.71888722743172e-05,0,0.000408738357469393
"375","주공1단지",127.04711402283,37.6247095737389,124,1.88947559108304e-06,45,2.15101479326912e-06,4,6.15421146308153e-05,1,4.258766609293e-05,0,0.000208015686597965
"376","한화오벨리스크",126.945470495343,37.5400400282508,101,2.75642558145548e-07,170,4.07859409339038e-07,5,1.22070303815395e-05,0,0.000236054617457225,5,3.04206813351139e-07
"377","바비엥3",126.969654984929,37.5631527459053,126,4.46655483075136e-07,185,9.2948493700902e-09,3,5.30264379155687e-05,3,5.67595383634581e-05,8,1.60987698401865e-05
"378","주공2",127.052782051404,37.6281259684663,96,4.57004905314957e-07,44,3.93959630455804e-06,4,1.14097309552309e-05,0,0.000168094492478629,1,6.15186452870864e-05
"379","신성미소지움",127.09609294746,37.587214362585,65,3.29345914864906e-07,113,2.78824054041876e-06,1,7.28893316288048e-05,2,7.48052893012263e-06,2,7.68470440757925e-05
"380","홍제한양",126.946971087746,37.5833210740055,52,4.31686314508519e-06,107,3.3194711070863e-06,3,2.09519367343445e-06,1,7.53290942243877e-05,2,1.17519523058414e-05
"381","삼선에스케이뷰",127.011639179336,37.5873141701073,107,1.41932606391507e-06,172,3.69441735049088e-06,2,3.13727080540908e-05,2,6.31670524472105e-05,4,3.29536377066708e-05
"382","신동아아파트1",127.0267260331,37.6609347988243,67,9.07376474736783e-07,56,7.46645389782384e-07,5,2.57203904633035e-06,2,2.91167588720718e-05,0,0.000214277260128191
"383","방학동삼성래미안1",127.047276059135,37.6669775389205,82,1.39639604879956e-06,108,1.14510172234998e-06,8,2.777616650286e-06,0,0.000286674506263414,1,9.13021740332298e-06
"384","인왕산2차아이파크",126.959608792807,37.5757370932777,73,4.72827558052632e-06,49,2.19168547130266e-06,6,2.16939546385074e-06,3,1.16942696005201e-05,1,4.65812603793791e-06
"385","포스코더샵",126.942973546609,37.5020771686333,114,3.54185423868867e-06,122,2.84419143126485e-06,5,2.29879452326728e-05,0,0.000115207782022074,2,2.33362239190196e-05
"386","상록",126.948225886081,37.5515503597101,101,7.10891776597057e-06,206,3.10643615750185e-06,4,9.36756586272118e-06,0,0.000176882682616165,7,3.26184891503266e-05
"387","건영2차아파트",127.093061552443,37.6012129721753,83,6.69667387838861e-06,148,1.80147189821596e-06,0,0.000120055540797333,1,8.9365069708086e-05,3,4.25838811115064e-06
"388","엘지, 쌍용아파트",127.090715883139,37.6037624381976,61,4.14786471234108e-07,114,1.18913706003761e-05,0,0.000144328482630616,1,5.00177056422203e-05,3,2.25873756204451e-05
"389","남산타운",127.008880476432,37.5486807945139,79,4.03193117566192e-06,98,6.43481827284571e-06,4,1.25538350806323e-05,0,0.000101935681401763,4,5.53509127916941e-06
"390","행당 한진타운",127.029207383318,37.5558804553964,148,1.61525919747709e-06,156,6.81007780677367e-07,7,5.50442410018927e-06,1,5.72007500896371e-05,6,3.00037427924527e-06
"391","주공4단지",127.039253927886,37.630851231879,114,9.06636011954124e-07,62,1.0956144910058e-06,4,1.04770301713653e-05,2,5.86780233573242e-05,0,0.000198553362318291
"392","파크리오",127.10615089337,37.5205366173754,35,2.64833523853352e-06,118,2.06675103723206e-06,1,1.34802199065563e-05,0,0.000246697233572968,4,6.01828910238362e-06
"393","공릉동 한보에센시티아파트",127.080308529909,37.6280886404723,74,2.79458003577077e-07,84,1.08383056346119e-06,3,5.06319404568372e-05,1,1.56657475897089e-05,2,6.26570178602485e-05
"394","한진해모로",127.025987049202,37.5634687739131,99,2.25143459812813e-06,205,5.97426604309794e-06,11,1.89326387397826e-05,1,5.67691772142316e-05,5,1.18187636503513e-05
"395","두산",126.942894626699,37.4845267749186,99,2.11020799682565e-06,131,6.17934017055513e-07,7,8.17126588681428e-07,1,7.93102101651528e-05,1,5.36831413124945e-06
"396","삼익세라믹",127.035174539396,37.6572511707132,102,6.31338666130519e-07,144,1.21680767791455e-06,8,1.33824310144373e-05,2,1.62553733116235e-05,1,7.64858214350895e-05
"397","이화우성",126.893880128121,37.4898358033032,100,1.04955008213474e-06,205,4.98057994541485e-07,5,2.09916413327507e-05,0,0.000497930903720402,4,1.38236833482563e-05
"398","독산동중앙하이츠빌",126.888559946819,37.4648129442296,81,2.81169142035595e-06,30,4.30706582022249e-06,6,3.97021158403635e-06,0,0.000399164946005267,1,2.29369756681553e-06
"399","신촌푸르지오",126.952106970386,37.5602053578654,84,9.3632592609913e-07,107,2.12512951124476e-06,3,2.4867552527273e-05,0,0.000190797043329886,4,2.50944793975485e-05
"400","시범",126.937105491683,37.520693352724,38,2.11381504712667e-06,81,4.85197665762123e-07,1,1.54199004089132e-05,1,5.52220229537656e-05,2,5.86567018534849e-05
"401","동성네스트빌",127.0325326576,37.5800743836819,76,6.00498987421039e-06,158,2.32024785897613e-06,0,0.00010834123904107,1,8.80567413523479e-05,5,7.67563003228082e-06
"402","북한산푸르지오",126.93626654464,37.6068385939236,51,5.56922482218613e-06,103,8.7180834355675e-06,6,3.22757633740167e-05,0,0.000183694805216401,3,3.60641326053051e-05
"403","관악드림(동아)",126.950619822698,37.489767905811,98,3.42153172525948e-06,205,1.01287630725515e-06,10,6.11818350788403e-06,0,0.000152161900265392,2,4.92561379968742e-05
"404","대림아파트",126.953477580217,37.4929953027688,81,6.93171050444187e-06,147,5.50422436239004e-06,7,2.78419426339973e-05,0,0.000183030259518359,1,1.01448733189511e-05
"405","현대3",127.083446711719,37.5285796157998,27,8.71729194350558e-06,105,1.12309806773766e-06,6,9.34675479779495e-07,0,0.000386192796230737,1,7.47513601027512e-05
"406","푸른마을2",126.835370168234,37.5135514147541,77,3.88398599938017e-07,66,7.36599352978851e-06,5,1.82364528238686e-06,0,0.000158693029907657,0,0.000348789942411818
"407","신촌푸르지오",126.952106970386,37.5602053578654,84,9.3632592609913e-07,107,2.12512951124476e-06,3,2.4867552527273e-05,0,0.000190797043329886,4,2.50944793975485e-05
"408","돈암동삼성",127.023373194038,37.5994822164406,108,3.31508753233011e-06,139,1.78309259844816e-08,3,8.90988931125254e-05,1,1.20594591223389e-05,2,1.87324046448249e-05
"409","북한산푸르지오",126.93626654464,37.6068385939236,51,5.56922482218613e-06,103,8.7180834355675e-06,6,3.22757633740167e-05,0,0.000183694805216401,3,3.60641326053051e-05
"410","명인갤러리",127.04250932141,37.4985180939395,58,1.46023488784955e-06,287,5.32232336098461e-07,2,2.26413810364073e-05,1,7.37014818538595e-05,3,4.150044987753e-05
"411","리센츠",127.088417185047,37.5127510583527,33,2.40310385569533e-06,248,2.48415293444077e-06,2,3.62865864913385e-05,0,0.000131526114819759,3,7.60456019814714e-06
"412","삼성래미안",126.955316835387,37.5382964045291,128,2.51483346125533e-08,189,2.33051855429712e-07,7,5.56780949392818e-06,1,6.94115186645568e-05,6,2.87461751782283e-05
"413","잠실 푸르지오 월드마크",127.10357764333,37.5174387314714,35,1.56022166315549e-06,126,1.19237237395682e-08,1,2.4894414088595e-05,0,0.000138226004183126,4,9.68246187629626e-06
"414","공작",126.929837681736,37.5265164014907,39,1.60005233373524e-06,129,1.08043693730379e-06,0,0.000101286403696813,2,5.58118518809794e-05,2,9.48247422934958e-06
"415","래미안트리베라1단지",127.020726256988,37.6139423356183,82,5.80849981259855e-07,153,3.24578288141197e-06,4,1.45415450874983e-06,0,0.000322111663007288,1,8.45987015955224e-05
"416","한진한화그랑빌",127.068568020687,37.6178028996422,102,2.01620878756919e-06,114,3.23507540656438e-07,7,2.81541867646068e-05,0,0.000148640006013175,6,1.55886867983102e-05
"417","전농SK",127.060465846616,37.5766421261107,53,1.61220964519782e-06,107,7.92780790725769e-08,0,0.000182603597766585,2,7.18610673739766e-06,0,0.000158724505036179
"418","미륭",127.065415722199,37.6245905661541,102,3.91110346351123e-06,100,4.96866181110668e-07,9,1.23328372931257e-05,0,0.000128644857638788,4,1.27516759255631e-05
"419","관악캠퍼스타워",126.95033292025,37.4812783056077,72,4.96332429086279e-07,232,3.77977368807526e-07,13,5.36196201501061e-06,0,0.000199728502885657,2,5.3237061156758e-06
"420","쌍용스윗닷홈",126.931642268797,37.5015273080708,114,1.64848572950209e-06,143,6.9849777107575e-07,2,4.3459312705848e-05,1,8.50193410200516e-05,2,1.62739126372175e-05
"421","역삼 I'PARK",127.045793188009,37.4993166898535,56,1.92405069333247e-06,310,1.28065076158397e-06,1,1.21967152911852e-05,1,8.16485034302166e-05,4,3.40562789803441e-05
"422","한양1",127.030537517615,37.6459239537872,107,4.04033604296346e-06,149,2.76857147817216e-06,4,1.60300750161711e-05,1,6.3752448823081e-05,2,2.25026183026549e-05
"423","래미안 크레시티",127.050607073529,37.5762290631959,82,3.41481581847873e-06,168,2.08429537183375e-06,1,9.13041607113871e-05,1,1.19487073774716e-05,4,3.53469333693886e-05
"424","미아한일유앤아이",127.036554784672,37.614985442801,114,3.87457294923068e-07,114,9.9738213008734e-07,2,5.5032436782615e-05,1,8.71926395166645e-05,1,4.73148535119021e-05
"425","동신",127.061266120643,37.617552477555,102,1.63814703356083e-07,85,2.60218857332552e-06,7,8.56419194185984e-06,0,0.000322239512412084,4,2.42364966449288e-05
"426","대흥동세양",126.944868912049,37.5444481595591,99,2.19220281535653e-07,184,3.06211458193905e-06,5,8.65223889963177e-06,0,0.000227453915466215,5,1.73609114382954e-05
"427","롯데캐슬아르떼",126.984446674831,37.4836231357856,95,4.00687249535751e-06,251,1.14188860793838e-06,1,6.99691624269224e-05,0,0.000107304403913173,5,1.60567058850021e-05
"428","래미안하이베르",127.022720407044,37.5616192513453,117,1.77518182825882e-06,187,8.79462360075767e-06,14,4.48014880875629e-06,1,2.01944396028014e-05,7,3.90499067597413e-05
"429","두산1",127.083977859107,37.5816188867372,79,1.56947833495078e-07,132,8.12121546438221e-06,1,4.57235761258769e-05,0,0.000114636084499905,3,2.05337729964149e-05
"430","신트리4",126.850765825047,37.5112616967361,83,3.25602508837092e-07,88,8.14187235954738e-06,6,3.1153032556329e-05,2,1.44745502022329e-05,1,8.08521556540785e-05
"431","산호",126.950380742981,37.5327156180897,83,1.76136215051727e-07,92,1.41261718920411e-06,5,4.0449294092276e-06,0,0.000247898195267038,1,6.83475014652737e-05
"432","리센츠",127.088417185047,37.5127510583527,33,2.40310385569533e-06,248,2.48415293444077e-06,2,3.62865864913385e-05,0,0.000131526114819759,3,7.60456019814714e-06
"433","성원(사슴4)",127.062513840528,37.6294157509446,82,3.44312699269155e-06,73,4.36542921593046e-06,9,8.74333131104262e-06,0,0.000200579235016109,3,2.72109137061715e-05
"434","e-편한세상",127.049878493722,37.4987776755024,63,2.39155916742337e-06,269,1.05254116965957e-06,3,1.98954149811477e-05,1,9.51268675163813e-05,5,1.56302901621109e-05
"435","창신쌍용1",127.014014651795,37.5805125839757,69,9.72294880619048e-07,114,1.10629075351428e-05,5,9.83600300335525e-06,2,3.1102179547294e-05,4,2.55677791867608e-06
"436","우성아파트",127.073141863071,37.5068653318826,31,1.44780194916708e-05,53,1.23432373501683e-06,1,3.65917942254298e-05,1,2.15469451188434e-05,2,1.68869279979544e-05
"437","펜트라우스",126.954104279715,37.5433912735911,126,1.07629321388976e-06,201,8.0516496305645e-07,8,3.27292018238114e-06,1,3.73346574571623e-05,6,4.49082903228863e-06
"438","서울숲 한신 더 휴",127.036079977869,37.5549200740591,117,1.30014045833337e-07,122,1.60195262130236e-06,5,1.04243933370506e-05,0,0.000173082032183884,6,2.17113140192441e-05
"439","천연뜨란채",126.958448691465,37.5675621422573,117,5.65473163446426e-07,87,8.30307271365632e-06,6,1.23818264561904e-05,1,4.20869012574026e-05,4,4.8284264276087e-05
"440","방배자이",126.999051801992,37.4864307068107,82,7.9160356763245e-06,111,1.3652244830914e-05,2,5.47716168649525e-05,0,0.000355915914305434,2,2.83035131970294e-05
"441","헤렌어반",126.913534419364,37.5172395008463,66,3.77858509661411e-06,136,8.40261125291397e-06,6,2.43147556160698e-05,2,1.15504683272782e-05,3,9.0865448292526e-06
"442","용산파크자이",126.97266226677,37.5366261935205,59,2.40723743342154e-06,69,1.61158686576106e-09,3,8.26173510086253e-05,0,0.000236204949491059,5,4.07866093992773e-06
"443","방배롯데캐슬로제",126.994801611495,37.4901805010864,85,4.40850455743371e-06,134,2.24819563750874e-06,0,0.000106359939524266,0,0.000434831876638491,2,9.61619028681146e-06
"444","래미안상도3차",126.954733217786,37.4993523923787,87,1.18329906658704e-06,62,3.78072237741371e-06,3,5.54510394831359e-05,0,0.000243170539749579,2,1.16517015071348e-05
"445","현대",126.894880105473,37.5235070630665,91,8.16591430845817e-07,129,2.08552519450724e-06,7,1.30459576183394e-05,0,0.000282029846063988,5,3.94107791433578e-06
"446","봉천우성",126.959527564225,37.4849781107912,81,1.21058848652487e-06,170,1.78381210976332e-07,11,1.64251592320511e-06,1,2.08211708347865e-05,2,6.32020871431026e-05
"447","삼성하나로",126.871906542332,37.5516297228771,44,1.69260279883935e-06,129,6.80799904860546e-08,4,5.47282933969836e-06,1,4.87563528130024e-05,0,0.000717474081802192
"448","파크리오",127.10615089337,37.5205366173754,35,2.64833523853352e-06,118,2.06675103723206e-06,1,1.34802199065563e-05,0,0.000246697233572968,4,6.01828910238362e-06
"449","개포주공 7단지",127.071667715752,37.4888762938306,49,2.6773052831904e-06,64,8.16083128559038e-06,1,9.4454994939348e-05,0,0.000171563838477761,5,7.17413288117388e-06
"450","신구로자이",126.884112834869,37.4998966345713,83,4.42066688336465e-07,149,8.76955311303997e-09,4,1.18826247463037e-05,0,0.000300129982283129,2,1.50764494800281e-05
"451","신동아",126.869050974189,37.5551294880285,48,1.26007695831493e-06,137,4.44328545015807e-06,5,5.5139892800838e-06,2,8.07444341829052e-06,0,0.000876338257011674
"452","삼호3",127.065415722199,37.6245905661541,102,3.91110346351123e-06,100,4.96866181110668e-07,9,1.23328372931257e-05,0,0.000128644857638788,4,1.27516759255631e-05
"453","쌍문동삼성래미안",127.027981235585,37.6468371040696,103,1.16547824932297e-06,154,1.18185140811543e-06,4,4.44302234218447e-06,1,4.05190015312315e-05,2,4.53681796122817e-05
"454","데쟈뷰아파트",127.094379054129,37.5502052010886,62,2.41933508372207e-06,108,6.9429873189908e-06,9,7.32313582271003e-06,1,4.61550614156147e-05,1,2.61780565457451e-05
"455","동아",126.873119215493,37.5548515573392,39,1.33334532406937e-06,103,8.70940568177996e-06,5,5.79605342855073e-06,1,2.68449665005825e-05,0,0.000884140376567178
"456","파크리오",127.10615089337,37.5205366173754,35,2.64833523853352e-06,118,2.06675103723206e-06,1,1.34802199065563e-05,0,0.000246697233572968,4,6.01828910238362e-06
"457","헤렌어반",126.913534419364,37.5172395008463,66,3.77858509661411e-06,136,8.40261125291397e-06,6,2.43147556160698e-05,2,1.15504683272782e-05,3,9.0865448292526e-06
"458","삼호한숲",126.998922010145,37.4777566933679,73,9.70410121157915e-07,71,5.08311106977685e-07,1,1.51283324510235e-06,0,0.000157144129814699,1,1.42262121871099e-05
"459","명지해드는터",126.872538105438,37.5188046279167,62,3.99399363989282e-07,121,1.19082070877641e-06,3,4.04553543287686e-06,0,0.000125335676376493,2,3.72812932540855e-05
"460","래미안하이베르",127.022720407044,37.5616192513453,117,1.77518182825882e-06,187,8.79462360075767e-06,14,4.48014880875629e-06,1,2.01944396028014e-05,7,3.90499067597413e-05
